,CAPE,Date,Price,Return_5y,Return_1y,Return_1m,CAPE_Bucket_Full,CAPE_Bucket_Full_Lagged_5y,Perc_0.2_Roll,Perc_0.4_Roll,Perc_0.6_Roll,Perc_0.8_Roll,CAPE_Bucket_Roll,CAPE_Bucket_Roll_Lagged_5y,CAPE_Bucket_Roll_Lagged_1y,CAPE_Bucket_Roll_Lagged_1m,EP,Roll_Median,Roll_Perc_0.05,Roll_Perc_0.95,Value
118,17.91,1991-11-30,1577.260009765625,,0.13525032387929414,0.04735618708879574,e)Below18.8,b)22.7to29.5,13.166,15.928,18.596,21.838,3,1.0,2.0,3.0,0.05583472920156337,0.05583472920156337,0.04036978784315297,0.10260812514910875,5.19
119,17.55,1991-12-31,1685.699951171875,,0.18614365070073435,0.8250252265435725,e)Below18.8,b)22.7to29.5,13.168,16.003999999999998,18.567999999999998,21.814,3,1.0,3.0,3.0,0.05698005698005698,0.05607051775393483,0.04037060243994548,0.10253357077127569,4.31
120,18.69,1992-01-31,1746.760009765625,,0.1165330079477378,0.43466852010977686,e)Below18.8,c)20.4to22.7,13.17,16.08,18.61,21.79,2,2.0,3.0,3.0,0.05350454788657035,0.05583472920156337,0.04037141703673799,0.10245901639344263,4.19
121,19.47,1992-02-29,1718.3499755859375,,0.1339849249619427,-0.19517301074576032,d)18.8to20.4,d)18.8to20.4,13.196,16.168,18.658,21.734,2,2.0,2.0,2.0,0.05136106831022086,0.05560285740255356,0.04038784821990312,0.1024277152682715,4.25
122,18.73,1992-03-31,1728.0899658203125,,0.07543856757016898,0.0680186716752198,e)Below18.8,d)18.8to20.4,13.222000000000001,16.256,18.69,21.678,2,2.0,2.0,2.0,0.05339028296849973,0.05537098560354375,0.04040427940306826,0.1023964141431004,4.25
123,18.77,1992-04-30,1806.3599853515625,,0.057612606070724715,0.543513505055941,e)Below18.8,c)20.4to22.7,13.248000000000001,16.380000000000003,18.69,21.622000000000003,2,2.0,2.0,2.0,0.05327650506126798,0.055325072680157725,0.040420710586233394,0.10236511301792928,3.94
124,18.87,1992-05-31,1754.949951171875,,0.08081391135319405,-0.34152683582402465,d)18.8to20.4,d)18.8to20.4,13.274000000000001,16.54,18.706,21.566000000000003,2,2.0,2.0,2.0,0.05299417064122946,0.055279159756771695,0.04043714176939853,0.10233381189275817,4.0
125,18.26,1992-06-30,1608.489990234375,,-0.0066696197516151745,-1.0014641899482144,e)Below18.8,c)20.4to22.7,13.3,16.7,18.69,21.51,3,2.0,2.0,2.0,0.054764512595837894,0.05523339886293331,0.04045357295256367,0.10230251076758706,3.94
126,16.29,1992-07-31,1529.969970703125,,-0.07267803344777457,-0.5857917923615465,e)Below18.8,c)20.4to22.7,13.38,16.46,18.69,21.458000000000006,4,2.0,3.0,3.0,0.061387354205033766,0.055279159756771695,0.0404700041357288,0.10227120964241594,3.38
127,16.42,1992-08-31,1470.0899658203125,,-0.08432422116467364,-0.4696563150605644,e)Below18.8,c)20.4to22.7,13.46,16.396,18.69,21.406000000000002,3,1.0,2.0,4.0,0.06090133982947624,0.055325072680157725,0.04048643531889393,0.10223990851724482,3.48
128,15.03,1992-09-30,1489.6800537109375,,-0.05702726644163314,0.15990929817436417,e)Below18.8,c)20.4to22.7,13.540000000000001,16.324,18.674,21.354000000000003,4,2.0,3.0,3.0,0.06653359946773121,0.05537098560354375,0.04050286650205907,0.10220860739207371,3.19
129,15.38,1992-10-31,1545.1199951171875,,-0.016511185129218675,0.44659206869134493,e)Below18.8,e)Below18.8,13.62,16.296,18.642,21.302,4,3.0,3.0,4.0,0.06501950585175552,0.05560285740255356,0.040519297685224206,0.1021773062669026,3.25
130,15.81,1992-11-30,1538.4300537109375,,-0.024618614441671904,-0.051956674645784684,e)Below18.8,e)Below18.8,13.7,16.29,18.61,21.25,4,3.0,3.0,4.0,0.06325110689437065,0.05583472920156337,0.04053572886838934,0.1021460051417315,4.25
131,15.53,1992-12-31,1574.0400390625,,-0.06623949418266906,0.27776357019806497,e)Below18.8,e)Below18.8,13.742,16.164,18.581999999999997,21.212000000000003,4,3.0,3.0,4.0,0.0643915003219575,0.05607051775393483,0.04055216005155448,0.10211470401656038,3.31
132,15.86,1993-01-31,1680.02001953125,0.11015564320275532,-0.0382078762172543,0.8079589680466199,e)Below18.8,e)Below18.8,13.784,16.041999999999998,18.554,21.174,4,4.0,2.0,4.0,0.06305170239596469,0.0563063063063063,0.04056859123471961,0.10208340289138926,3.13
133,17.03,1993-02-28,1676.8399658203125,0.11569098776952699,-0.024156900721851282,-0.022714398690259596,e)Below18.8,e)Below18.8,13.826,16.122,18.516,21.136,3,3.0,2.0,4.0,0.05871990604815032,0.05635394277526257,0.04058502241788475,0.10205210176621815,3.19
134,16.9,1993-03-31,1626.8299560546875,0.11011750010267836,-0.05859649194685157,-0.35788753215571223,e)Below18.8,e)Below18.8,13.868,16.206,18.468,21.098,3,3.0,2.0,3.0,0.0591715976331361,0.05640157924421884,0.040601453601049886,0.10202080064104704,3.19
135,16.85,1993-04-30,1627.2099609375,0.10255097507242272,-0.09917736545697198,0.0028030333328805668,e)Below18.8,e)Below18.8,13.91,16.29,18.42,21.06,3,3.0,2.0,3.0,0.05934718100890207,0.05643342655039852,0.04061788478421502,0.10198949951587592,3.13
136,16.24,1993-05-31,1700.9300537109375,0.10003791919443353,-0.030781446174499405,0.5436551732829704,e)Below18.8,e)Below18.8,13.912,16.259999999999998,18.408,21.054,4,3.0,2.0,3.0,0.061576354679802964,0.0564652738565782,0.04063431596738016,0.1019581983907048,3.25
137,16.77,1993-06-30,1823.0699462890625,0.10938031292706692,0.13340459521505688,0.861692523887041,e)Below18.8,e)Below18.8,13.914,16.279999999999998,18.396,21.048,3,3.0,3.0,4.0,0.05963029218843172,0.05649719317475603,0.04065074715054529,0.10192689726553371,3.19
138,17.44,1993-07-31,1931.8800048828125,0.13038839625327864,0.2626914526923574,0.7162208481264543,e)Below18.8,e)Below18.8,13.916,16.291999999999998,18.382,21.042,3,2.0,4.0,3.0,0.0573394495412844,0.05652911249293386,0.040667178333710426,0.10189559614036259,3.19
139,18.75,1993-08-31,1910.22998046875,0.10473963030908906,0.29939665250543945,-0.1344805538191336,e)Below18.8,e)Below18.8,13.918,16.296,18.402,21.036,2,2.0,3.0,3.0,0.05333333333333334,0.05649719317475603,0.040683609516875566,0.10186429501519147,3.19
140,18.5,1993-09-30,2064.97998046875,0.11568583687655262,0.38619025966326426,0.9721342555540415,e)Below18.8,e)Below18.8,13.92,16.3,18.42,21.03,2,2.0,4.0,2.0,0.05405405405405406,0.0564652738565782,0.0407000407000407,0.10183299389002036,3.19
141,20.27,1993-10-31,2052.919921875,0.1223401435334341,0.32864756676668283,-0.07008334438775021,d)18.8to20.4,e)Below18.8,13.924,16.348000000000003,18.468,21.024,2,2.0,4.0,2.0,0.0493339911198816,0.05643342655039852,0.04073628970066418,0.10181748632749903,3.19
142,20.2,1993-11-30,2255.2900390625,0.13908272587087156,0.46596852656536614,1.1829206684457638,d)18.8to20.4,e)Below18.8,13.927999999999999,16.396,18.508,21.018,2,2.0,4.0,2.0,0.04950495049504951,0.05640157924421884,0.040772538701287664,0.10180197876497772,3.56
143,19.92,1993-12-31,2192.60009765625,0.13112345081243948,0.3929760636598323,-0.33356210680011467,d)18.8to20.4,e)Below18.8,13.932,16.476000000000003,18.532,21.012,2,2.0,4.0,2.0,0.0502008032128514,0.05635394277526257,0.040808787701911146,0.10178647120245639,3.25
144,20.87,1994-01-31,2103.239990234375,0.12613680157789733,0.2519136473273751,-0.4890637787568939,c)20.4to22.7,e)Below18.8,13.936,16.588,18.567999999999998,21.006,2,2.0,4.0,2.0,0.0479156684235745,0.0563063063063063,0.04084503670253463,0.10177096363993507,3.13
145,20.22,1994-02-28,2142.8798828125,0.12470828785723724,0.2779274865172958,0.22616473305288043,d)18.8to20.4,e)Below18.8,13.94,16.7,18.61,21.0,2,2.0,3.0,2.0,0.04945598417408507,0.05607051775393483,0.04088128570315811,0.10175545607741375,3.56
146,19.98,1994-03-31,2252.510009765625,0.1278667208711764,0.38460076997125614,0.6139221960079473,d)18.8to20.4,e)Below18.8,13.954,16.728,18.658,20.994,2,2.0,3.0,2.0,0.050050050050050046,0.05583472920156337,0.040917534703781594,0.10173994851489242,3.69
147,20.35,1994-04-30,2137.340087890625,0.1038044154393412,0.31349987967085635,-0.6135551258410623,d)18.8to20.4,e)Below18.8,13.968,16.756,18.69,20.988,2,2.0,3.0,2.0,0.04914004914004914,0.05560285740255356,0.040953783704405076,0.1017244409523711,4.0
148,20.52,1994-05-31,2020.8499755859375,0.07360176759918242,0.18808528967844818,-0.6540285074781154,c)20.4to22.7,e)Below18.8,13.982,16.786,18.69,20.982,2,2.0,4.0,2.0,0.04873294346978558,0.05537098560354375,0.04099003270502856,0.10170893338984978,4.38
149,20.05,1994-06-30,2152.18994140625,0.07793861440252758,0.18053064600572544,0.7799092505057281,d)18.8to20.4,d)18.8to20.4,13.996,16.818,18.706,20.976,2,2.0,3.0,2.0,0.04987531172069825,0.055325072680157725,0.04102628170565204,0.10169342582732845,4.56
150,20.63,1994-07-31,2207.090087890625,0.07680317996733259,0.14245713103930946,0.30610762792713153,c)20.4to22.7,d)18.8to20.4,14.01,16.85,18.73,20.97,2,2.0,3.0,2.0,0.048473097430925836,0.055279159756771695,0.041062530706275524,0.10167791826480713,4.5
151,21.36,1994-08-31,2002.300048828125,0.054966132296878675,0.04819842076647851,-1.1134481923656687,c)20.4to22.7,c)20.4to22.7,14.018,16.87,18.742,20.994,1,2.0,2.0,2.0,0.04681647940074907,0.05523339886293331,0.041098779706899013,0.10166241070228581,4.88
152,19.69,1994-09-30,2061.580078125,0.08146935700735361,-0.0016464577748488418,0.3552716047621498,d)18.8to20.4,c)20.4to22.7,14.026,16.89,18.754,20.988,2,2.0,2.0,1.0,0.05078720162519045,0.05518763796909492,0.041135028707522496,0.10164690313976449,5.05
153,19.84,1994-10-31,2057.280029296875,0.06436221614070652,0.0021238565495982353,-0.025029629692788546,d)18.8to20.4,d)18.8to20.4,14.034,16.918,18.766,20.982,2,2.0,2.0,2.0,0.05040322580645162,0.05512685863212455,0.04117127770814598,0.10163139557724317,5.06
154,20.14,1994-11-30,2097.510009765625,0.03592446128782081,-0.06995997258182474,0.2346592387765476,d)18.8to20.4,c)20.4to22.7,14.042,16.953999999999997,18.778,20.976,2,2.0,2.0,2.0,0.04965243296921549,0.05506607929515418,0.04120752670876946,0.10161588801472184,6.06
155,19.86,1994-12-31,2024.8199462890625,0.022359858524686603,-0.07652109089410963,-0.4158648862973573,d)18.8to20.4,b)22.7to29.5,14.05,16.99,18.79,20.97,2,1.0,2.0,2.0,0.050352467270896276,0.0549754106684333,0.041243775709392944,0.10160038045220052,6.0
156,20.34,1995-01-31,2097.85009765625,0.03223904086463212,-0.0025626617043946753,0.43280975081877404,d)18.8to20.4,b)22.7to29.5,14.066,16.994,18.838,20.95,2,1.0,2.0,2.0,0.049164208456243856,0.054884742041712405,0.041280024710016426,0.1015848728896792,6.09
157,20.72,1995-02-28,1914.68994140625,-0.005294018923986265,-0.10648750927968664,-1.0477020629145777,c)20.4to22.7,b)22.7to29.5,14.082,16.998,18.886,20.93,2,1.0,2.0,2.0,0.04826254826254826,0.054824627318775146,0.04131627371063991,0.10156936532715788,6.13
158,18.57,1995-03-31,2017.949951171875,0.022619977067418563,-0.10413274861236066,0.647164896201117,e)Below18.8,b)22.7to29.5,14.098,17.006,18.854,20.91,3,1.0,2.0,2.0,0.05385029617662897,0.054764512595837894,0.04135252271126339,0.10155385776463655,6.13
159,19.34,1995-04-30,2099.949951171875,0.028666788425275723,-0.01749377037870048,0.48762359018297996,d)18.8to20.4,b)22.7to29.5,14.114,17.018,18.902,20.89,2,1.0,2.0,3.0,0.05170630816959669,0.05470466066950365,0.041388771711886874,0.10153835020211523,6.06
160,20.59,1995-05-31,2089.0400390625,0.021687615375831547,0.03374325867846317,-0.06234384073746213,c)20.4to22.7,b)22.7to29.5,14.13,17.03,18.95,20.87,2,1.0,2.0,2.0,0.04856726566294318,0.0546448087431694,0.041425020712510356,0.10152284263959391,6.06
161,20.94,1995-06-30,2222.510009765625,0.031159898380968044,0.03267372781857136,0.7666869080959646,c)20.4to22.7,b)22.7to29.5,14.142000000000001,17.042,19.118,20.926000000000002,1,1.0,2.0,2.0,0.04775549188156638,0.0546448087431694,0.04142931969764034,0.10138741197006478,6.13
162,21.71,1995-07-31,2234.22998046875,0.07548904963805847,0.012296685453407674,0.06327964680452869,c)20.4to22.7,b)22.7to29.5,14.154,17.054,19.252,20.958,1,1.0,2.0,1.0,0.046061722708429294,0.0546448087431694,0.04143361868277032,0.10125198130053573,5.88
163,21.92,1995-08-31,2201.27001953125,0.1315215668769715,0.09937070661291503,-0.17702722401344673,c)20.4to22.7,c)20.4to22.7,14.166,17.112,19.318,20.982,1,2.0,1.0,1.0,0.04562043795620438,0.05457036077485445,0.0414379176679003,0.10111655063100658,5.88
164,21.44,1995-09-30,2165.760009765625,0.10195329519214011,0.050534021329589285,-0.19357921263936584,c)20.4to22.7,e)Below18.8,14.178,17.216,19.363999999999997,21.006,1,3.0,2.0,1.0,0.046641791044776115,0.0544959128065395,0.04144221665303029,0.10098111996147745,5.88
165,21.09,1995-10-31,2254.949951171875,0.11393528132714263,0.0960831384449683,0.4941818539676621,c)20.4to22.7,e)Below18.8,14.19,17.32,19.4,21.03,1,3.0,2.0,1.0,0.0474158368895211,0.054436645908435596,0.041446515638160264,0.1008456892919484,5.83
166,21.68,1995-11-30,2260.68994140625,0.12543131408669553,0.07779697397432628,0.030546080535712505,c)20.4to22.7,e)Below18.8,14.254000000000001,17.368000000000002,19.4,21.054,1,2.0,2.0,1.0,0.046125461254612546,0.0543773790103317,0.04145081462329025,0.10071025862241927,5.98
167,21.6,1995-12-31,2463.0,0.14661824717322233,0.2164044534004126,1.073884860838037,c)20.4to22.7,e)Below18.8,14.318,17.416,19.401999999999997,21.078,1,3.0,2.0,1.0,0.046296296296296294,0.054333097757065955,0.04145511360842023,0.10057482795289022,5.69
168,23.83,1996-01-31,2485.179931640625,0.1177065434121511,0.18463179729433765,0.10806300433921923,b)22.7to29.5,e)Below18.8,14.382,17.462,19.408,21.154,1,3.0,2.0,1.0,0.04196391103650861,0.054288816503800214,0.04145941259355022,0.10043939728336107,5.44
169,24.07,1996-02-29,2489.35009765625,0.12855768892273017,0.30013222706332243,0.020136164609401597,b)22.7to29.5,d)18.8to20.4,14.446000000000002,17.506,19.433999999999997,21.272000000000002,1,2.0,2.0,1.0,0.04154549231408392,0.054171435278927135,0.041463711578680194,0.10030396661383194,5.31
170,23.57,1996-03-31,2492.6298828125,0.11024661489565184,0.235228793144729,0.01581032009601735,b)22.7to29.5,d)18.8to20.4,14.51,17.55,19.47,21.36,1,2.0,3.0,1.0,0.04242681374628765,0.05405405405405406,0.04146801056381018,0.10016853594430289,5.44
171,23.33,1996-04-30,2523.81005859375,0.09553503785983715,0.2018429568692055,0.15010736730509944,b)22.7to29.5,d)18.8to20.4,14.522,17.606,19.488,21.424000000000003,1,2.0,2.0,1.0,0.042863266180882986,0.05399574331613167,0.04147230954894016,0.10003310527477376,5.44
172,24.96,1996-05-31,2570.43994140625,0.11660928508127899,0.2304407255687584,0.22171184865701843,b)22.7to29.5,d)18.8to20.4,14.534,17.662,19.53,21.482,1,2.0,2.0,1.0,0.04006410256410256,0.05393743257820928,0.041135028707522496,0.09989767460524471,5.44
173,25.73,1996-06-30,2491.5,0.10772745337734216,0.12102982171168786,-0.36852808019967087,b)22.7to29.5,d)18.8to20.4,14.546,17.694000000000003,19.619999999999997,21.546000000000003,1,2.0,1.0,1.0,0.0388651379712398,0.05389386437741912,0.04058502241788475,0.09976224393571556,5.5
174,24.59,1996-07-31,2534.489990234375,0.10723325123446106,0.13439082475414166,0.20705594333232913,b)22.7to29.5,e)Below18.8,14.558,17.702,19.666,21.616000000000003,1,3.0,1.0,1.0,0.040666937779585195,0.05385029617662897,0.04057828155673103,0.09962681326618643,5.46
175,25.28,1996-08-31,2655.489990234375,0.1308053141687088,0.20634450416030692,0.5728963245444616,b)22.7to29.5,e)Below18.8,14.57,17.71,19.69,21.68,1,2.0,1.0,1.0,0.03955696202531645,0.053792423746562734,0.04036734405277544,0.09949138259665738,5.44
176,25.94,1996-09-30,2671.39990234375,0.13820111399967053,0.23346995525734382,0.07189593860816856,b)22.7to29.5,e)Below18.8,14.576,17.718,19.78,21.704,1,3.0,1.0,1.0,0.03855050115651503,0.05373455131649651,0.040348616209742505,0.09935595192712825,5.43
177,26.09,1996-10-31,2848.840087890625,0.1626646953828883,0.26337175971915094,0.7970660718727958,b)22.7to29.5,e)Below18.8,14.582,17.726,19.844,21.758,1,3.0,1.0,1.0,0.038328861632809505,0.05361954960153343,0.04028380893300248,0.0992205212575992,5.38
178,27.43,1996-11-30,2880.070068359375,0.16519914922427312,0.2739783619189471,0.13154819297087617,b)22.7to29.5,e)Below18.8,14.588,17.736,19.855999999999998,21.838,1,3.0,1.0,1.0,0.03645643456069996,0.05350454788657035,0.04001338851022395,0.09908509058807005,5.56
179,27.36,1996-12-31,3037.699951171875,0.16040814369842135,0.23333331350867836,0.6567751995101698,b)22.7to29.5,e)Below18.8,14.594,17.748,19.884,21.912,1,3.0,1.0,1.0,0.03654970760233918,0.05350454788657035,0.03954606907747313,0.09894965991854092,5.5
180,29.04,1997-01-31,3261.0400390625,0.17338157741544089,0.31219474193551866,0.88227313354421,b)22.7to29.5,e)Below18.8,14.6,17.76,19.92,21.92,1,2.0,1.0,1.0,0.03443526170798898,0.05350454788657035,0.03933910306845004,0.09881422924901187,5.44
181,31.3,1997-02-28,3407.830078125,0.1966398145363804,0.3689637634069667,0.5401591049634566,a)Above29.5,d)18.8to20.4,14.602,17.82,19.956,21.96,1,2.0,1.0,1.0,0.03194888178913738,0.05344741542753504,0.03920725307580588,0.09880935194253364,5.44
182,30.68,1997-03-31,3438.090087890625,0.1979063770859392,0.379302282941155,0.10655464294372674,a)Above29.5,e)Below18.8,14.604,17.88,19.984,22.233999999999998,1,2.0,1.0,1.0,0.03259452411994785,0.05339028296849973,0.0388986555343667,0.0988044746360554,5.69
183,31.96,1997-04-30,3562.72998046875,0.1944651131956241,0.4116474289883285,0.4350318556821602,a)Above29.5,e)Below18.8,14.606,17.94,19.996,22.442,1,2.0,1.0,1.0,0.03128911138923655,0.05336180815091653,0.038711782301101824,0.09879959732957716,5.69
184,34.01,1997-05-31,3766.889892578125,0.22928744378866978,0.4654650481805518,0.6876521540344633,a)Above29.5,d)18.8to20.4,14.607999999999999,18.0,20.02,22.61000000000001,1,2.0,1.0,1.0,0.02940311673037342,0.05333333333333334,0.038577344832368694,0.09879472002309893,5.69
185,33.94,1997-06-30,4405.52001953125,0.34778333048741156,0.7682199556617499,2.034453286924302,a)Above29.5,e)Below18.8,14.61,18.06,20.05,23.09,1,3.0,1.0,1.0,0.029463759575721865,0.053304919197300654,0.038384271513735885,0.0987898427166207,6.06
186,41.35,1997-07-31,3919.7900390625,0.31240091166770945,0.5465794120970351,-1.3230582859194864,a)Above29.5,e)Below18.8,14.644,18.072,20.056,23.282,1,4.0,1.0,1.0,0.02418379685610641,0.05327650506126798,0.03719616216091481,0.09878496541014246,5.63
187,36.07,1997-08-31,4154.89013671875,0.36525658066107736,0.5646416111521615,0.7197327264369884,a)Above29.5,e)Below18.8,14.677999999999999,18.084,20.066,23.336,1,3.0,1.0,1.0,0.02772387025228722,0.05324815141301824,0.03660606177705644,0.09878008810366423,5.66
188,37.55,1997-09-30,3753.659912109375,0.3039551818873649,0.40512841556073487,-1.1588182928742543,a)Above29.5,e)Below18.8,14.712,18.096,20.084,23.355999999999998,1,4.0,1.0,1.0,0.026631158455392812,0.0532197977647685,0.03649374377735565,0.09877521079718599,5.66
189,34.1,1997-10-31,3972.080078125,0.3141451913996806,0.39427976144005283,0.6982630428856842,a)Above29.5,e)Below18.8,14.746,18.108,20.11,23.396,1,4.0,1.0,1.0,0.029325513196480937,0.053106984202998975,0.035344789491708925,0.09877033349070775,5.65
190,35.98,1997-11-30,4224.2998046875,0.34917021342605964,0.4667350808912307,0.7619777696371894,a)Above29.5,e)Below18.8,14.78,18.12,20.14,23.46,1,4.0,1.0,1.0,0.027793218454697056,0.05299417064122946,0.03351489291396842,0.09876545618422952,5.97
191,35.87,1997-12-31,4442.52978515625,0.3644748132077028,0.46246497566108324,0.619927535143006,a)Above29.5,e)Below18.8,14.783999999999999,18.136,20.164,23.468,1,4.0,1.0,1.0,0.027878449958182328,0.05288230959502106,0.03230398507108314,0.09876057887775129,5.72
192,38.05,1998-01-31,4693.85986328125,0.3587861821540561,0.4393751094913463,0.6788836728967311,a)Above29.5,e)Below18.8,14.788,18.152,20.184,23.53,1,4.0,1.0,1.0,0.02628120893561104,0.052770448548812667,0.03168497362917705,0.09875570157127304,5.6
193,42.29,1998-02-28,5097.25,0.40795903054546034,0.49574652583749845,1.0312795399991161,a)Above29.5,e)Below18.8,14.792,18.172,20.195999999999998,23.59,1,3.0,1.0,1.0,0.023646252069047056,0.052386264316008,0.03065023825450641,0.09875082426479481,5.69
194,44.86,1998-03-31,5241.22998046875,0.4443488406347689,0.5244597571567438,0.3389591967482479,a)Above29.5,e)Below18.8,14.796000000000001,18.196,20.208,23.634000000000004,1,3.0,1.0,1.0,0.02229157378510923,0.052002080083203325,0.02944556672211733,0.09874594695831658,5.69
195,44.1,1998-04-30,5556.990234375,0.4830083846307575,0.5597562163955698,0.722945388963093,a)Above29.5,e)Below18.8,14.8,18.22,20.22,23.69,1,3.0,1.0,1.0,0.022675736961451247,0.05185419412640001,0.0293837158469003,0.09874106965183835,5.66
196,48.48,1998-05-31,5841.830078125,0.486898331342881,0.5508364313050707,0.6150952189651342,a)Above29.5,e)Below18.8,14.812000000000001,18.236,20.25,23.802,1,4.0,1.0,1.0,0.020627062706270627,0.05170630816959669,0.029036100548821216,0.09873619234536012,5.66
197,50.75,1998-06-30,5861.18994140625,0.4430022011318825,0.33041954534799367,0.039768078884206304,a)Above29.5,e)Below18.8,14.824,18.252000000000002,20.284,23.932000000000002,1,3.0,1.0,1.0,0.019704433497536946,0.051626349961087004,0.02786566523265954,0.09873131503888187,5.66
198,50.53,1998-07-31,4811.27978515625,0.2980930257568561,0.22743303524159386,-2.149550176832726,a)Above29.5,e)Below18.8,14.836,18.268,20.326,24.028000000000002,1,3.0,1.0,1.0,0.019790223629527013,0.051546391752577324,0.027786283634456073,0.09872643773240364,5.66
199,50.2,1998-08-31,4430.91015625,0.2639137906486738,0.06643256751651005,-0.9486946822251303,a)Above29.5,e)Below18.8,14.848,18.284000000000002,20.344,24.07,1,2.0,1.0,1.0,0.0199203187250996,0.051546391752577324,0.0276692346624425,0.0987215604259254,5.64
200,38.52,1998-09-30,4690.990234375,0.25433759927397903,0.24971104048125947,0.7043611419423028,a)Above29.5,e)Below18.8,14.86,18.3,20.35,24.07,1,2.0,1.0,1.0,0.025960539979231565,0.051546391752577324,0.026631158455392812,0.09871668311944717,5.38
201,39.84,1998-10-31,5026.14013671875,0.289657690313435,0.2653672730312411,0.8573453849154813,a)Above29.5,d)18.8to20.4,14.86,18.3,20.368,24.078,1,2.0,1.0,1.0,0.0251004016064257,0.05153311344455244,0.02629870641160013,0.09861176683787093,5.24
202,41.3,1998-11-30,5006.56982421875,0.24398456406963315,0.18518335717157264,-0.046724473176610104,a)Above29.5,d)18.8to20.4,14.86,18.3,20.403999999999996,24.086,1,2.0,1.0,1.0,0.02421307506053269,0.05151983513652756,0.02599260687486951,0.09850685055629468,5.62
203,41.21,1998-12-31,5180.2900390625,0.2725248388522741,0.16606759877476018,0.41638140509710997,a)Above29.5,d)18.8to20.4,14.86,18.310000000000002,20.476,24.11,1,2.0,1.0,1.0,0.02426595486532395,0.051440451723374206,0.025229422362346578,0.0984019342747185,5.06
204,43.72,1999-01-31,4903.9599609375,0.2663243361392179,0.04476062425719274,-0.6401110579708211,a)Above29.5,c)20.4to22.7,14.86,18.330000000000002,20.504,24.226000000000006,1,2.0,1.0,1.0,0.022872827081427266,0.05136106831022086,0.024432844213544302,0.09829701799314225,4.94
205,42.43,1999-02-28,4865.27001953125,0.2540870497272718,-0.045510810823238046,-0.09467436532378315,a)Above29.5,d)18.8to20.4,14.86,18.35,20.51,24.57,1,2.0,1.0,1.0,0.023568230025925053,0.05132155979613607,0.024226295011730507,0.09819210171156606,4.96
206,40.61,1999-03-31,5360.43994140625,0.27595259671800587,0.022744653713294705,1.2213174271204155,a)Above29.5,d)18.8to20.4,14.894,18.366,20.516000000000002,24.586,1,2.0,1.0,1.0,0.02462447672986949,0.05128205128205128,0.024228939001970068,0.09808718542998981,4.94
207,39.92,1999-04-30,5068.58984375,0.27428950333798047,-0.08788937356841164,-0.6533421156018466,a)Above29.5,d)18.8to20.4,14.928,18.382,20.534,24.698000000000004,1,2.0,1.0,1.0,0.0250501002004008,0.05108631826189078,0.024231582992209632,0.09798226914841356,4.9
208,42.25,1999-05-31,5378.52001953125,0.33230275225866474,-0.07930906109861624,0.7337666341183722,a)Above29.5,c)20.4to22.7,14.962,18.396,20.576,24.774,1,2.0,1.0,1.0,0.023668639053254437,0.050890585241730284,0.024195508137876923,0.09787735286683738,4.94
209,44.24,1999-06-30,5101.8701171875,0.2741096516652165,-0.1295504550798724,-0.6172327733409331,a)Above29.5,d)18.8to20.4,14.996,18.408,20.605999999999998,24.784000000000002,1,2.0,1.0,1.0,0.022603978300180832,0.05083889343346037,0.023900460064537825,0.09777243658526112,5.24
210,41.74,1999-07-31,5270.77001953125,0.27762164747599094,0.09550270507913883,0.39726586164884825,a)Above29.5,c)20.4to22.7,15.03,18.42,20.63,24.8,1,2.0,1.0,1.0,0.02395783421178725,0.05078720162519045,0.023813236632520843,0.09766752030368495,5.19
211,42.53,1999-08-31,5149.830078125,0.314391445092259,0.1622510717941168,-0.2753448341508302,a)Above29.5,c)20.4to22.7,15.100000000000001,18.452,20.683999999999997,24.928000000000004,1,1.0,1.0,1.0,0.02351281448389372,0.050595213715821034,0.023658564910361116,0.09756260402210869,5.38
212,41.34,1999-09-30,5525.39990234375,0.3360354381547072,0.17787495310783186,0.8751430284600552,a)Above29.5,d)18.8to20.4,15.170000000000002,18.484,20.749999999999996,25.152000000000008,1,2.0,1.0,1.0,0.024189646831156264,0.05040322580645162,0.023659684259571486,0.09745768774053244,5.4
213,44.07,1999-10-31,5896.0400390625,0.37318789421949655,0.17307513891000514,0.8049519888575656,a)Above29.5,d)18.8to20.4,15.24,18.508,20.84,25.336000000000002,1,2.0,1.0,1.0,0.02269117313365101,0.05037784653867394,0.023618944353954355,0.09735277145895625,5.41
214,45.77,1999-11-30,6958.14013671875,0.4634666918701618,0.389801876538201,2.161654447296044,a)Above29.5,d)18.8to20.4,15.310000000000002,18.524,20.898000000000003,25.438000000000002,1,2.0,1.0,1.0,0.021848372296263928,0.050352467270896276,0.02355160536331565,0.09724785517738001,6.48
215,45.74,1999-12-31,6835.60009765625,0.4751810312995013,0.31954003465283165,-0.21133240202940762,a)Above29.5,d)18.8to20.4,15.38,18.54,20.94,25.51,1,2.0,1.0,1.0,0.021862702229995628,0.05027663524187384,0.023352817633277106,0.09714293889580382,5.83
216,53.12,2000-01-31,7644.5498046875,0.5287984792839209,0.5588524102113746,1.4201235218109698,a)Above29.5,d)18.8to20.4,15.39,18.552,20.958,25.686000000000003,1,2.0,1.0,1.0,0.01882530120481928,0.0502008032128514,0.022836496291872014,0.09703802261422757,5.89
