,CAPE,Date,Price,Return_5y,Return_1y,Return_1m,CAPE_Bucket_Full,CAPE_Bucket_Full_Lagged_5y,Perc_0.2_Roll,Perc_0.4_Roll,Perc_0.6_Roll,Perc_0.8_Roll,CAPE_Bucket_Roll,CAPE_Bucket_Roll_Lagged_5y,CAPE_Bucket_Roll_Lagged_1y,CAPE_Bucket_Roll_Lagged_1m,EP,Roll_Median,Roll_Perc_0.05,Roll_Perc_0.95,Equity_Weight
226,43.94,2000-11-30,6433.60986328125,0.3691722465292394,-0.07538368919440197,0.11539851402226375,a)Above29.5,c)20.4to22.7,15.466,18.706,21.316,30.352000000000018,1,1.0,1.0,1.0,0.02275830678197542,0.049776007964161276,0.02018811881188119,0.09617709381909108,0.6444523540471181
227,43.3,2000-12-31,6795.14013671875,0.35177751820696307,-0.005919006430960216,0.6743280014553701,a)Above29.5,c)20.4to22.7,15.482,18.722,21.375999999999998,31.052000000000014,1,1.0,1.0,1.0,0.023094688221709007,0.049714220466688386,0.02021947194719472,0.09610354987428579,0.649207936998915
228,45.7,2001-01-31,6208.240234375,0.29962098561423256,-0.18788674375981973,-1.0364464435498517,a)Above29.5,b)22.7to29.5,15.498,18.734,21.424,31.564000000000004,1,1.0,1.0,1.0,0.02188183807439825,0.04965243296921549,0.02025082508250825,0.09603000592948055,0.6335326591759167
229,41.84,2001-02-28,5829.9501953125,0.268391344455845,-0.2328397291851969,-0.7312024498689524,a)Above29.5,b)22.7to29.5,15.514,18.742,21.468000000000004,32.35600000000004,1,1.0,1.0,1.0,0.02390057361376673,0.04960322342216969,0.020282178217821783,0.09595646198467526,0.6603515946369469
230,37.8,2001-03-31,6264.509765625,0.30264259518196807,-0.15512070418264023,0.894469878652278,a)Above29.5,b)22.7to29.5,15.53,18.75,21.51,33.94,1,1.0,1.0,1.0,0.026455026455026457,0.049554013875123884,0.020313531353135315,0.09588291803987001,0.6943340626032608
231,37.26,2001-04-30,6123.259765625,0.28523935030489883,-0.13874204668982137,-0.2705718505382353,a)Above29.5,b)22.7to29.5,15.546,18.758,21.564,33.996,1,1.0,1.0,1.0,0.026838432635534086,0.049529482185086696,0.020344884488448844,0.09580937409506472,0.6993148742165042
232,38.81,2001-05-31,6058.3798828125,0.27138855767219744,-0.12174608817080179,-0.12714773234359633,a)Above29.5,b)22.7to29.5,15.562,18.766,21.616,34.064,1,1.0,1.0,1.0,0.025766555011594947,0.04950495049504951,0.020376237623762377,0.09573583015025944,0.6849983567107539
233,37.69,2001-06-30,5861.18994140625,0.27049487789735094,-0.18485559910247795,-0.39057955140582834,a)Above29.5,b)22.7to29.5,15.578,18.774,21.663999999999998,34.80800000000001,1,1.0,1.0,1.0,0.026532236667551078,0.04948046733456729,0.02040759075907591,0.0956622862054542,0.6950591517127637
234,36.56,2001-07-31,5188.169921875,0.20940543792759092,-0.2810634340350585,-1.3779181898406971,a)Above29.5,b)22.7to29.5,15.594,18.782,21.692,35.891999999999996,1,1.0,1.0,1.0,0.02735229759299781,0.04945598417408507,0.02043894389438944,0.09558874226064891,0.705871644879738
235,32.88,2001-08-31,4308.14990234375,0.12447118371276633,-0.3662733479139957,-2.0354461001459523,a)Above29.5,b)22.7to29.5,15.61,18.79,21.71,35.87,2,1.0,1.0,1.0,0.03041362530413625,0.04939498764698333,0.02047029702970297,0.09551519831584367,0.747066595897401
236,27.51,2001-09-30,4559.1298828125,0.1413288949222879,-0.355822172910361,0.6990842551663574,b)22.7to29.5,b)22.7to29.5,15.63,18.822,21.758,35.51600000000002,2,1.0,1.0,2.0,0.03635041802980734,0.0493339911198816,0.020501650165016504,0.09544165437103838,0.8267470995280388
237,29.41,2001-10-31,4989.91015625,0.15031170597888446,-0.21694104117747848,1.1338486540464707,b)22.7to29.5,b)22.7to29.5,15.65,18.854000000000003,21.813999999999997,35.16200000000004,2,1.0,1.0,2.0,0.034002040122407345,0.04924909978806273,0.020533003300330033,0.0953681104262331,0.7962579295837229
238,31.9,2001-11-30,5160.10009765625,0.15833156660634223,-0.19794637733527232,0.4092817772113575,a)Above29.5,b)22.7to29.5,15.67,18.886,21.886,34.80800000000001,2,1.0,1.0,2.0,0.031347962382445145,0.049164208456243856,0.020564356435643565,0.09529456648142785,0.7615924528663389
239,31.41,2001-12-31,5107.60986328125,0.13628139351359247,-0.24834370439523823,-0.12206794453194725,a)Above29.5,b)22.7to29.5,15.690000000000001,18.918,21.914,34.45400000000003,2,1.0,1.0,2.0,0.03183699458771092,0.0491521287981465,0.020595709570957098,0.09522102253662257,0.7679723739530293
240,32.27,2002-01-31,5039.080078125,0.1090474215443034,-0.18832392306218515,-0.1610063109531823,a)Above29.5,b)22.7to29.5,15.718,19.118000000000002,21.94,34.45400000000003,2,1.0,1.0,2.0,0.030988534242330334,0.04910388129230131,0.020595709570957098,0.09065249147027794,0.7414190809391633
241,31.18,2002-02-28,5397.2900390625,0.11675816665319813,-0.07421335376035887,0.8530365591747948,a)Above29.5,a)Above29.5,15.792000000000002,19.296,22.146,34.45400000000003,2,1.0,1.0,2.0,0.03207184092366902,0.04892410062471576,0.020595709570957098,0.08303319235425091,0.7300938642972352
242,30.31,2002-03-31,5041.2001953125,0.0932558523156927,-0.19527618538087665,-0.7917080783270687,a)Above29.5,a)Above29.5,15.85,19.376,22.442,34.45400000000003,2,1.0,1.0,2.0,0.032992411745298586,0.04876859592584224,0.020595709570957098,0.08181007277862996,0.7422796978705448
243,31.97,2002-04-30,4818.2998046875,0.07048358035000754,-0.2131152377796115,-0.5305888645301446,a)Above29.5,a)Above29.5,15.884,19.4,22.730000000000004,34.45400000000003,2,1.0,1.0,2.0,0.03127932436659368,0.048744823758296,0.020595709570957098,0.08132407979844311,0.7123996687828561
244,30.85,2002-05-31,4382.56005859375,0.03268851405657891,-0.2766118758866568,-1.085212038495004,a)Above29.5,a)Above29.5,16.041999999999998,19.406,23.186,34.45400000000003,2,1.0,1.0,2.0,0.03241491085899514,0.04865010456636438,0.020595709570957098,0.08012588932934964,0.7272779324157775
245,27.97,2002-06-30,3700.139892578125,-0.03202255914515979,-0.3687050019589765,-1.868552143656225,b)22.7to29.5,a)Above29.5,16.208,19.446,23.334,34.45400000000003,2,1.0,1.0,2.0,0.03575259206292456,0.04852018154693451,0.020595709570957098,0.07957997264955957,0.783542443058145
246,23.13,2002-07-31,3712.93994140625,-0.010554141706310504,-0.284344962228146,0.04151210235202196,b)22.7to29.5,a)Above29.5,16.279999999999998,19.488,23.334,34.45400000000003,3,1.0,1.0,2.0,0.043233895373973194,0.048367822846737046,0.020595709570957098,0.07901721921222198,0.9121226496150383
247,23.38,2002-08-31,2769.030029296875,-0.06670983163546813,-0.35725773427929053,-3.0506604265251074,b)22.7to29.5,a)Above29.5,16.298000000000002,19.59,23.355999999999998,34.45400000000003,2,1.0,2.0,3.0,0.0427715996578272,0.04808910834306138,0.020595709570957098,0.07764999013404218,0.906799128255511
248,17.57,2002-09-30,3152.85009765625,-0.03201194719398535,-0.3084535473441534,1.6633408708399005,e)Below18.8,a)Above29.5,16.396,19.59,23.355999999999998,34.45400000000003,4,1.0,2.0,2.0,0.05691519635742743,0.04808910834306138,0.020595709570957098,0.07667591081624947,1.1573833156511175
249,20.21,2002-10-31,3320.320068359375,-0.032817062946690886,-0.3345932162324441,0.637404122045452,d)18.8to20.4,a)Above29.5,16.644000000000002,19.674,23.355999999999998,34.45400000000003,3,1.0,2.0,4.0,0.04948045522018803,0.04808910834306138,0.020595709570957098,0.07646138704348131,1.0249052180171079
250,21.07,2002-11-30,2892.6298828125,-0.06304807818788385,-0.4394236878997074,-1.5457191237284684,c)20.4to22.7,a)Above29.5,16.756,19.78,23.355999999999998,34.45400000000003,3,1.0,2.0,3.0,0.04746084480303749,0.047835580152570445,0.020595709570957098,0.07601107981744326,0.993237700156723
251,20.79,2002-12-31,2747.830078125,-0.0762943542975771,-0.4620125358674657,-0.6006982319357554,c)20.4to22.7,a)Above29.5,16.834,19.852,23.355999999999998,34.45400000000003,3,1.0,2.0,3.0,0.0481000481000481,0.047835580152570445,0.020595709570957098,0.07593302915117484,1.0047791969232316
252,18.09,2003-01-31,2547.050048828125,-0.09147311070136613,-0.4945406682689867,-0.8768229050052985,e)Below18.8,a)Above29.5,16.89,19.852,23.355999999999998,34.45400000000003,4,1.0,2.0,3.0,0.055279159756771695,0.047835580152570445,0.020595709570957098,0.07522507864193512,1.1362560053463198
253,17.04,2003-02-28,2423.8701171875,-0.104894987799794,-0.5509097899788757,-0.5803416310439555,e)Below18.8,a)Above29.5,16.971999999999998,19.852,23.355999999999998,34.45400000000003,4,1.0,2.0,4.0,0.05868544600938967,0.047835580152570445,0.020595709570957098,0.07310246418967123,1.206637525697545
254,15.42,2003-03-31,2942.0400390625,-0.0877347473770125,-0.4164008718007032,2.565335088876381,e)Below18.8,a)Above29.5,16.971999999999998,19.852,23.355999999999998,34.45400000000003,5,1.0,2.0,4.0,0.0648508430609598,0.047835580152570445,0.020595709570957098,0.07194582482801322,1.331357832854158
255,18.33,2003-04-30,2982.679931640625,-0.09265124443839914,-0.38096838043599646,0.16576209176707835,e)Below18.8,a)Above29.5,16.998,19.852,23.355999999999998,34.45400000000003,4,1.0,2.0,5.0,0.05455537370430988,0.047835580152570445,0.020595709570957098,0.07184166274159828,1.1311282771805131
256,19.84,2003-05-31,3220.580078125,-0.0897407136101199,-0.26513726336510246,0.9571264175979524,d)18.8to20.4,a)Above29.5,17.024,19.852,23.355999999999998,34.45400000000003,4,1.0,2.0,4.0,0.05040322580645162,0.047835580152570445,0.020595709570957098,0.07174116492686225,1.050202811491534
257,20.92,2003-06-30,3487.860107421875,-0.08098457336173455,-0.05737074578776025,0.9958952343236893,c)20.4to22.7,a)Above29.5,17.038,19.896,23.355999999999998,34.45400000000003,3,1.0,2.0,4.0,0.04780114722753346,0.04777831955454992,0.020595709570957098,0.07139550863955547,1.0004493654188025
258,22.07,2003-07-31,3484.580078125,-0.055149555472719804,-0.06150378591762529,-0.011284957065434753,c)20.4to22.7,a)Above29.5,17.055999999999997,19.956000000000003,23.355999999999998,34.45400000000003,3,1.0,3.0,3.0,0.04531037607612143,0.04772133201612892,0.020595709570957098,0.07118453773486655,0.9523421271551118
259,22.34,2003-08-31,3256.780029296875,-0.05299724370610228,0.17614471307263213,-0.7844849378259688,c)20.4to22.7,a)Above29.5,17.268,19.992,23.355999999999998,34.45400000000003,3,1.0,2.0,3.0,0.044762757385854966,0.04765310988486954,0.020595709570957098,0.07079155679468484,0.9424184935831048
260,20.9,2003-09-30,3655.989990234375,-0.04412715407319634,0.15958256085569889,1.4709373946524265,c)20.4to22.7,a)Above29.5,17.416,20.03,23.355999999999998,34.45400000000003,3,1.0,4.0,3.0,0.04784688995215311,0.04765310988486954,0.020595709570957098,0.07048712573819965,1.0038840362164505
261,23.68,2003-10-31,3745.949951171875,-0.0509412849910162,0.1281894136858952,0.2952742031935358,b)22.7to29.5,a)Above29.5,17.528000000000002,20.056,23.38,34.45400000000003,2,1.0,3.0,3.0,0.04222972972972973,0.04758508253515386,0.020595709570957098,0.06899569638979507,0.889352184630353
262,24.04,2003-11-30,3965.159912109375,-0.04160173326941992,0.37078024937433596,0.7022302928599125,b)22.7to29.5,a)Above29.5,17.566,20.078,23.412,34.45400000000003,2,1.0,3.0,2.0,0.0415973377703827,0.047517249133987124,0.020595709570957098,0.06864837021021168,0.8768036715376296
263,23.61,2003-12-31,4058.60009765625,-0.043306067148674444,0.47702004209287296,0.2827836080805124,b)22.7to29.5,a)Above29.5,17.666,20.12,23.464,34.45400000000003,2,1.0,3.0,2.0,0.042354934349851756,0.04747211280987582,0.020595709570957098,0.06850020214176249,0.8931795707373248
264,25.28,2004-01-31,4018.159912109375,-0.03612590868946593,0.5775739915115112,-0.11956886977919767,b)22.7to29.5,a)Above29.5,17.706,20.164,23.51,34.45400000000003,2,1.0,4.0,2.0,0.03955696202531645,0.04743834084627929,0.020595709570957098,0.06850020214176249,0.8354772507126812
265,26.35,2004-02-29,3856.699951171875,-0.04145998328193701,0.5911330907643422,-0.4821907474142506,b)22.7to29.5,a)Above29.5,17.726,20.192,23.586,34.45400000000003,2,1.0,4.0,2.0,0.03795066413662239,0.04723733020946643,0.020595709570957098,0.06770070624872558,0.8028517837211324
266,24.07,2004-03-31,3985.2099609375,-0.051310340028097555,0.35457366590001027,0.39985483359132346,b)22.7to29.5,a)Above29.5,17.754,20.206,23.614,34.45400000000003,2,1.0,5.0,2.0,0.04154549231408392,0.046937651465080416,0.020595709570957098,0.06757213912153018,0.8852156453229061
267,24.13,2004-04-30,3921.409912109375,-0.04526623644859309,0.31472702468360425,-0.1921104768486015,b)22.7to29.5,a)Above29.5,17.880000000000003,20.216,23.644000000000002,34.45400000000003,2,1.0,4.0,2.0,0.04144218814753419,0.04672913522276259,0.020595709570957098,0.06730839183732858,0.8868198780562323
268,25.14,2004-05-31,4052.72998046875,-0.04929943680596527,0.2583850990062082,0.4018556732481047,b)22.7to29.5,a)Above29.5,18.03,20.25,23.684,34.45400000000003,2,1.0,4.0,2.0,0.03977724741447892,0.04656589784688829,0.020595709570957098,0.06729475100942127,0.8546297691922681
269,24.54,2004-06-30,3895.610107421875,-0.047286974464594886,0.11690549145946028,-0.465226769523003,b)22.7to29.5,a)Above29.5,18.084,20.312,23.746000000000002,34.45400000000003,2,1.0,3.0,2.0,0.040749796251018745,0.04639315047264837,0.020595709570957098,0.0665716570448157,0.8772542050419216
270,23.06,2004-07-31,3785.2099609375,-0.05636975444152907,0.08627435044462062,-0.3400755520395897,b)22.7to29.5,a)Above29.5,18.09,20.346,23.746000000000002,34.45400000000003,3,1.0,3.0,2.0,0.04336513443191674,0.04621087877545442,0.020595709570957098,0.06509521053255428,0.9360499717515137
271,22.2,2004-08-31,3892.89990234375,-0.04881443297014123,0.1953217187911247,0.34140227628348807,c)20.4to22.7,a)Above29.5,18.114,20.368,23.746000000000002,34.45400000000003,3,1.0,3.0,3.0,0.04504504504504505,0.04609359198152092,0.020595709570957098,0.06485927620049958,0.9763112867688333
272,22.8,2004-09-30,3960.25,-0.056652909472845535,0.0832223311820719,0.20760902981050577,b)22.7to29.5,a)Above29.5,18.152,20.452,23.746000000000002,34.45400000000003,3,1.0,3.0,3.0,0.043859649122807015,0.045977166999005836,0.020595709570957098,0.06481091545181662,0.9521088314752034
273,23.4,2004-10-31,4126.0,-0.06004165600422027,0.1014562537626087,0.5022410201376166,b)22.7to29.5,a)Above29.5,18.208,20.506,23.746000000000002,34.45400000000003,3,1.0,2.0,3.0,0.042735042735042736,0.04576693549417503,0.020595709570957098,0.06472911383909377,0.9313016340024046
274,24.25,2004-11-30,4256.080078125,-0.07766615806815183,0.07336908787137975,0.37832305804653377,b)22.7to29.5,a)Above29.5,18.252000000000002,20.516000000000002,23.898,34.45400000000003,2,1.0,2.0,3.0,0.041237113402061855,0.04563084882748603,0.020595709570957098,0.06440817126055218,0.8997149382622425
275,23.86,2004-12-31,4254.85009765625,-0.07550909834192529,0.048354111091982066,-0.0034679247932536406,b)22.7to29.5,a)Above29.5,18.292,20.562,23.916,34.45400000000003,3,1.0,2.0,2.0,0.041911148365465216,0.04556852576007761,0.020595709570957098,0.06407799910322151,0.9158881136675525
276,23.75,2005-01-31,4350.490234375,-0.08618060329184178,0.08270709218518002,0.2697349176313386,b)22.7to29.5,a)Above29.5,18.3,20.614,23.916,34.45400000000003,3,1.0,2.0,3.0,0.042105263157894736,0.045413494820036135,0.020595709570957098,0.06367411250765087,0.9232044032132983
277,25.37,2005-02-28,4348.77001953125,-0.0855494995968465,0.1275883720769766,-0.004744885521611675,b)22.7to29.5,a)Above29.5,18.323999999999998,20.684,24.016,34.45400000000003,2,1.0,2.0,3.0,0.039416633819471816,0.04517771056058324,0.020595709570957098,0.06361525616169665,0.8660823463362219
278,24.23,2005-03-31,4184.83984375,-0.08712015233188226,0.05009268890955454,-0.45234907813934866,b)22.7to29.5,a)Above29.5,18.346,20.762,24.052,34.45400000000003,2,1.0,2.0,2.0,0.041271151465125874,0.04490390121545001,0.020595709570957098,0.06327123773679405,0.9148751074337667
279,23.86,2005-04-30,4460.6298828125,-0.07451935373010625,0.13750665775541737,0.7908260751466187,b)22.7to29.5,a)Above29.5,18.382,20.838,24.052,34.45400000000003,3,1.0,2.0,2.0,0.041911148365465216,0.04469284678752811,0.020595709570957098,0.06327123773679405,0.9348174810806507
280,25.45,2005-05-31,4586.27978515625,-0.06702985814792588,0.13165194998404206,0.3380237472592791,b)22.7to29.5,a)Above29.5,18.414,20.887999999999998,24.07,34.45400000000003,2,1.0,2.0,3.0,0.03929273084479371,0.04454357125155928,0.020595709570957098,0.06327123773679405,0.8769589825259849
281,25.26,2005-06-30,4886.5,-0.06408210091106284,0.25436064319945473,0.7855261228905288,b)22.7to29.5,a)Above29.5,18.484,20.912,24.07,34.45400000000003,2,1.0,2.0,2.0,0.0395882818685669,0.04416192771836216,0.020595709570957098,0.06327123773679405,0.892827434214239
282,26.46,2005-07-31,4829.68994140625,-0.06614776487909771,0.2759371319550419,-0.1395110412616396,b)22.7to29.5,a)Above29.5,18.532,20.932000000000002,24.073999999999998,34.45400000000003,2,1.0,3.0,2.0,0.03779289493575208,0.04361239177736188,0.020595709570957098,0.06327123773679405,0.8636338648464935
283,26.07,2005-08-31,5044.1201171875,-0.051602500978628195,0.29572304547328554,0.532779979790126,b)22.7to29.5,a)Above29.5,18.532,20.958,24.084,34.45400000000003,2,1.0,3.0,2.0,0.038358266206367474,0.043336963058314366,0.020595709570957098,0.06327123773679405,0.8833360226357435
284,26.55,2005-09-30,4929.06982421875,-0.060710373665442366,0.2446360265687142,-0.27370551920853137,b)22.7to29.5,a)Above29.5,18.532,20.988,24.105999999999998,34.45400000000003,2,1.0,3.0,2.0,0.03766478342749529,0.043271343529342594,0.020595709570957098,0.06327123773679405,0.8686235333735008
285,26.14,2005-10-31,5193.39990234375,-0.037001541393101835,0.2587008973203466,0.6435212018938596,b)22.7to29.5,a)Above29.5,18.532,20.988,24.134,34.45400000000003,2,1.0,3.0,2.0,0.03825554705432287,0.04304858077742809,0.020595709570957098,0.06327123773679405,0.8876865986408065
286,27.14,2005-11-30,5408.259765625,-0.031874798734945496,0.2707138179617119,0.49646058610110533,b)22.7to29.5,a)Above29.5,18.532,20.988,24.176000000000002,34.45400000000003,2,1.0,2.0,2.0,0.036845983787767135,0.04285408381880482,0.020595709570957098,0.06327123773679405,0.8592143954799991
287,27.83,2005-12-31,5674.14990234375,-0.03299388126868876,0.3335722227839024,0.5899645688073338,b)22.7to29.5,a)Above29.5,18.532,20.988,24.176000000000002,34.45400000000003,2,1.0,3.0,2.0,0.035932446999640676,0.04285408381880482,0.020595709570957098,0.06327123773679405,0.8378078229690167
288,26.97,2006-01-31,5796.0400390625,-0.013279131597715854,0.3322728535891475,0.2577798728970526,b)22.7to29.5,a)Above29.5,18.532,20.988,24.176000000000002,34.45400000000003,2,1.0,3.0,2.0,0.03707823507601039,0.04285408381880482,0.020595709570957098,0.06327123773679405,0.8646566547378277
289,30.29,2006-02-28,5970.080078125,0.004807241163918352,0.37282037249891387,0.3603288546446626,a)Above29.5,a)Above29.5,18.532,20.988,24.238,34.45400000000003,2,1.0,2.0,2.0,0.033014196104324864,0.04285408381880482,0.020595709570957098,0.06327123773679405,0.7694255200253836
290,29.4,2006-03-31,6009.89013671875,-0.008128956245017416,0.4361099495108367,0.0800191449483938,b)22.7to29.5,a)Above29.5,18.532,20.988,24.238,34.45400000000003,2,1.0,2.0,2.0,0.034013605442176874,0.04285408381880482,0.020595709570957098,0.06327123773679405,0.7928443124998037
291,29.27,2006-04-30,5692.85986328125,-0.014057868482403646,0.27624573498391425,-0.6330171092490371,b)22.7to29.5,a)Above29.5,18.532,20.988,24.238,34.45400000000003,2,1.0,3.0,2.0,0.0341646737273659,0.04285408381880482,0.020595709570957098,0.06327123773679405,0.796384240221424
292,29.93,2006-05-31,5683.31005859375,-0.012381852292980677,0.23919828811755006,-0.020130068015401292,a)Above29.5,a)Above29.5,18.532,20.988,24.366,34.45400000000003,2,1.0,2.0,2.0,0.03341129301703976,0.04285408381880482,0.020595709570957098,0.06327123773679405,0.7787305463433187
293,27.01,2006-06-30,5681.97021484375,-0.006115472399091049,0.16278936147421463,-0.002829007186698984,b)22.7to29.5,a)Above29.5,18.532,20.988,24.56,34.45400000000003,2,1.0,2.0,2.0,0.03702332469455757,0.042808250557276925,0.020595709570957098,0.06327123773679405,0.8644439539157159
294,26.22,2006-07-31,5859.56982421875,0.025881955003551883,0.21323933737092693,0.3750803386706254,b)22.7to29.5,a)Above29.5,18.532,20.988,24.666,34.45400000000003,2,1.0,2.0,2.0,0.03813882532418002,0.0427715996578272,0.020595709570957098,0.06327123773679405,0.8914418981378686
295,26.76,2006-08-31,6004.330078125,0.07874285780346138,0.19036223139604647,0.2964591427335046,b)22.7to29.5,a)Above29.5,18.532,20.988,24.674000000000003,34.45400000000003,2,2.0,2.0,2.0,0.03736920777279521,0.0427715996578272,0.020595709570957098,0.06327123773679405,0.8734077323181961
296,26.87,2006-09-30,6268.919921875,0.07500510329869088,0.27182615492135254,0.5287980646779324,b)22.7to29.5,b)22.7to29.5,18.532,20.988,24.864,34.45400000000003,2,2.0,2.0,2.0,0.03721622627465575,0.04275332119643497,0.020595709570957098,0.06327123773679405,0.8702512854612581
297,28.22,2006-10-31,6309.18994140625,0.05287789735066935,0.21484770286204058,0.07708508648974277,b)22.7to29.5,b)22.7to29.5,18.532,20.988,25.032,34.45400000000003,2,2.0,2.0,2.0,0.03543586109142452,0.04275332119643497,0.020595709570957098,0.06327123773679405,0.8285326410823828
298,28.16,2006-11-30,6596.919921875,0.055689610551212486,0.21978606941277978,0.5472588078170011,b)22.7to29.5,a)Above29.5,18.532,20.988,25.188000000000002,34.45400000000003,2,2.0,2.0,2.0,0.03551136363636364,0.04275332119643497,0.020595709570957098,0.06327123773679405,0.8303018645269226
299,29.1,2006-12-31,6789.10986328125,0.06584293025543513,0.19649815040610008,0.3495994076307518,b)22.7to29.5,a)Above29.5,18.532,20.988,25.268,34.45400000000003,2,2.0,2.0,2.0,0.034364261168384876,0.04275332119643497,0.020595709570957098,0.06327123773679405,0.8034222331015978
300,29.11,2007-01-31,6715.43994140625,0.06653436092664795,0.15862552641932082,-0.13021428144524538,b)22.7to29.5,a)Above29.5,18.532,20.988,25.28,34.45400000000003,2,2.0,2.0,2.0,0.034352456200618345,0.04267131344251072,0.020595709570957098,0.06327123773679405,0.805067269242332
301,29.89,2007-02-28,6917.02978515625,0.056314918601547914,0.15861591379669648,0.36022630625945773,a)Above29.5,a)Above29.5,18.532,21.018,25.316000000000003,34.45400000000003,2,2.0,2.0,2.0,0.03345600535296086,0.042517198948133175,0.020595709570957098,0.06327123773679405,0.787672373732305
302,29.26,2007-03-31,7408.8701171875,0.09393278704053647,0.23277962635645744,0.8532685513427616,b)22.7to29.5,a)Above29.5,18.532,21.048,25.39,34.45400000000003,2,2.0,2.0,2.0,0.034176349965823645,0.0423908740480697,0.020595709570957098,0.06327123773679405,0.8075120699075019
303,28.97,2007-04-30,7883.0400390625,0.12721251722001425,0.3847240628401618,0.7680036189728767,b)22.7to29.5,a)Above29.5,18.532,21.066,25.432000000000002,34.45400000000003,2,2.0,2.0,2.0,0.03451846738004833,0.04229233203979074,0.020595709570957098,0.06327123773679405,0.8178378805405009
304,31.88,2007-05-31,8007.31982421875,0.1654174599851618,0.40891834893133416,0.18918556984170287,a)Above29.5,a)Above29.5,18.532,21.082,25.474,34.45400000000003,2,2.0,2.0,2.0,0.03136762860727729,0.04222081674329458,0.020595709570957098,0.06327123773679405,0.7456812228816048
305,32.53,2007-06-30,7584.14013671875,0.20993802163703562,0.33477294845821515,-0.6341892620100835,a)Above29.5,b)22.7to29.5,18.532,21.252000000000002,25.598000000000003,34.45400000000003,2,2.0,2.0,2.0,0.03074085459575776,0.04215858345737708,0.020595709570957098,0.06327123773679405,0.7324525471073242
306,30.22,2007-07-31,7638.169921875,0.21143514532487143,0.3035376573728923,0.08548858673325022,a)Above29.5,b)22.7to29.5,18.532,21.252000000000002,25.814000000000004,34.45400000000003,2,3.0,2.0,2.0,0.03309066843150232,0.042034587097201676,0.020595709570957098,0.06327123773679405,0.7904204341433497
307,30.09,2007-08-31,7861.509765625,0.3678168660107476,0.3093067275341981,0.3508796154592613,a)Above29.5,b)22.7to29.5,18.532,21.252000000000002,25.992,34.45400000000003,2,2.0,2.0,2.0,0.03323363243602526,0.04193752970098691,0.020595709570957098,0.06327123773679405,0.7960447675975248
308,29.96,2007-09-30,8019.22021484375,0.30869657398586997,0.2792028475050683,0.24073307126071342,a)Above29.5,e)Below18.8,18.532,21.252000000000002,26.078,34.45400000000003,2,4.0,2.0,2.0,0.03337783711615487,0.041911148365465216,0.020595709570957098,0.06327123773679405,0.800042047138821
309,31.04,2007-10-31,7870.52001953125,0.2740820076071885,0.24746918267244244,-0.2225156930404566,a)Above29.5,d)18.8to20.4,18.564,21.408,26.11,34.45400000000003,2,3.0,2.0,2.0,0.03221649484536083,0.04178890751606594,0.020595709570957098,0.06327123773679405,0.7756931646280568
310,29.98,2007-11-30,8067.31982421875,0.3577844488265402,0.22289188284186845,0.30005611451206793,a)Above29.5,c)20.4to22.7,18.602,21.536,26.172,34.45400000000003,2,3.0,2.0,2.0,0.0333555703802535,0.041632002218524686,0.020595709570957098,0.06306167262088498,0.8051043413629768
311,29.66,2007-12-31,6851.75,0.29870259842816316,0.009226561063260696,-1.8081392839830306,a)Above29.5,c)20.4to22.7,18.674,21.648,26.272000000000002,34.45400000000003,2,3.0,2.0,2.0,0.033715441672285906,0.041571415042233315,0.020595709570957098,0.06293861406882277,0.8144677729808687
312,24.78,2008-01-31,6748.1298828125,0.3298780749060863,0.0048678778593029826,-0.18147792990841705,b)22.7to29.5,e)Below18.8,18.722,21.698,26.272000000000002,34.45400000000003,3,4.0,2.0,2.0,0.04035512510088781,0.04154549231408392,0.020595709570957098,0.062226235092629985,0.9714063851397599
313,25.23,2008-02-29,6534.97021484375,0.33921785400172355,-0.05523462847194749,-0.3790555398377884,b)22.7to29.5,e)Below18.8,18.746,21.836000000000002,26.272000000000002,34.45400000000003,3,4.0,2.0,3.0,0.03963535473642489,0.04154549231408392,0.020595709570957098,0.061606989682131214,0.9534240927744514
314,23.56,2008-03-31,6948.81982421875,0.2723810506965797,-0.06209452800387205,0.7599415374869842,b)22.7to29.5,e)Below18.8,18.766,22.01,26.272000000000002,34.45400000000003,3,5.0,2.0,3.0,0.04244482173174873,0.04154549231408392,0.020595709570957098,0.06139680422877222,1.0220417963098094
315,24.82,2008-04-30,7096.7900390625,0.2758666837684395,-0.09973944012765734,0.25553153241020077,b)22.7to29.5,e)Below18.8,18.785999999999998,22.148,26.272000000000002,34.45400000000003,3,4.0,2.0,3.0,0.040290088638195005,0.04152824636459696,0.020595709570957098,0.06092564054825411,0.9692992847644853
316,25.96,2008-05-31,6418.31982421875,0.1985816013589361,-0.19844342862313902,-1.1472288926840681,b)22.7to29.5,d)18.8to20.4,18.854,22.284000000000002,26.272000000000002,34.45400000000003,3,4.0,2.0,3.0,0.03852080123266564,0.041476594281322096,0.020595709570957098,0.059931294536383975,0.9248570206530706
317,22.91,2008-06-30,6479.56005859375,0.17154930868963394,-0.14564341615698206,0.11449769295182222,b)22.7to29.5,c)20.4to22.7,18.934,22.616000000000003,26.272000000000002,34.45400000000003,3,3.0,2.0,3.0,0.04364906154517678,0.041476594281322096,0.020595709570957098,0.059642789555058036,1.0556371248436314
